IDpassageiro,Nome,Deck,NumeroCabine,PosicaoCabine,Procedencia,Destino,Idade,VIP,AllInclusive,ServicoCabine,Restaurante,Shopping,SPA,ParquedeAguas,Sobrevivente
7161_01,Schyon Gealably,E,476,S,America,Grecia,33.0,0,0,0.0,3624.0,0.0,1537.0,498.0,0
0546_01,Shawne Stenson,F,96,S,Europa,Monaco,24.0,0,0,930.0,691.0,838.0,0.0,0.0,0
0199_01,Regana Morrows,G,33,S,Europa,Grecia,18.0,0,1,0.0,0.0,0.0,0.0,0.0,0
8058_01,Ronard Hayertez,F,1664,P,Europa,Grecia,29.0,0,0,12.0,2.0,0.0,432.0,1548.0,0
8321_01,Hillie Farrez,F,1713,P,Europa,Grecia,23.0,0,0,0.0,0.0,0.0,0.0,693.0,0
8891_02,Isa Pooley,F,1831,P,Europa,Grecia,16.0,0,0,0.0,1332.0,0.0,0.0,0.0,1
9195_02,Ceros Purle,F,1779,S,Africa,Outros,33.0,0,1,0.0,0.0,0.0,0.0,0.0,1
2338_02,Julion Moodman,F,474,P,Europa,Grecia,26.0,0,0,14.0,0.0,0.0,857.0,0.0,0
3561_02,Wase Stpie,D,118,P,Africa,Grecia,17.0,0,0,1617.0,0.0,1777.0,0.0,0.0,1
1043_01,Gwenda Talls,F,215,P,Europa,Grecia,49.0,0,0,0.0,0.0,1526.0,960.0,0.0,0
7208_02,Alene Gibbsonton,F,1492,P,Europa,Grecia,16.0,0,0,23.0,479.0,0.0,0.0,373.0,0
5545_03,Nance Rigginsen,G,894,S,Europa,Grecia,0.0,0,1,0.0,0.0,0.0,0.0,0.0,1
2663_01,Penne Douglasen,F,552,P,Europa,Monaco,13.0,0,0,0.0,0.0,0.0,4.0,811.0,1
5146_01,Maura Cainghannon,F,986,S,Europa,Monaco,26.0,0,0,7.0,751.0,0.0,38.0,0.0,1
6035_01,Doria Morsentley,E,386,P,Europa,Grecia,18.0,0,0,0.0,0.0,0.0,1.0,827.0,1
5281_01,Emmax Haynard,F,1080,P,Europa,Grecia,30.0,0,0,0.0,6.0,621.0,0.0,433.0,0
4264_01,Bland Houseson,F,797,S,Europa,Grecia,24.0,0,0,0.0,0.0,0.0,0.0,1300.0,0
9118_01,Glenry Malliamsey,E,585,P,Europa,Monaco,13.0,0,0,0.0,1501.0,23.0,5.0,163.0,1
2055_05,Harlen Woodwinez,G,330,P,Europa,Grecia,3.0,0,1,0.0,0.0,0.0,0.0,0.0,1
1785_01,Miten Kniva,E,107,P,Africa,Monaco,31.0,0,1,0.0,0.0,0.0,0.0,0.0,0
3495_01,Saiphda Volloor,C,127,S,America,Grecia,47.0,0,0,0.0,10679.0,0.0,273.0,80.0,1
7332_01,Violan Holliams,E,488,S,Europa,Grecia,39.0,0,0,2.0,0.0,0.0,2.0,787.0,0
2379_01,Monard Grifford,F,487,P,Europa,Grecia,35.0,0,0,194.0,0.0,678.0,0.0,0.0,0
0899_02,Allene Warrishales,G,130,P,Europa,Grecia,44.0,0,1,0.0,0.0,0.0,0.0,0.0,0
1738_01,Rosey Sawyerson,E,129,S,Europa,Grecia,18.0,0,0,0.0,0.0,19.0,467.0,0.0,0
9013_03,Brancy Prestonard,G,1461,P,Europa,Monaco,0.0,0,0,0.0,0.0,0.0,0.0,0.0,1
5188_01,Chesty Bootez,G,838,P,Europa,Grecia,34.0,0,0,0.0,160.0,0.0,611.0,44.0,0
4838_01,Andine Mcphernard,F,913,S,Europa,Grecia,52.0,0,0,1.0,13.0,3.0,0.0,700.0,0
7731_01,Keidus Suarging,B,255,P,America,Monaco,39.0,0,1,0.0,0.0,0.0,0.0,0.0,1
6061_01,Aliedy Jacostaney,F,1153,S,Europa,Grecia,18.0,0,0,33.0,0.0,455.0,167.0,48.0,1
3803_01,Sts Welte,F,782,P,Africa,Grecia,33.0,0,0,25.0,0.0,1376.0,604.0,0.0,0
0960_01,Lorian Youngrayes,E,72,S,Europa,Grecia,19.0,0,0,3.0,0.0,0.0,0.0,788.0,0
1615_03,Terina Lopelases,G,259,P,Europa,Grecia,0.0,0,0,0.0,0.0,0.0,0.0,0.0,1
1592_02,Arid Idivent,C,60,S,America,Monaco,47.0,0,0,16.0,2127.0,1487.0,0.0,196.0,1
2510_01,Dicks Cusa,F,517,P,Africa,Grecia,28.0,0,0,34.0,0.0,1342.0,91.0,0.0,1
1892_03,Schird Stpingepid,D,59,P,America,Monaco,19.0,0,0,0.0,748.0,158.0,5037.0,44.0,0
8938_02,Jumars Must,F,1729,S,Africa,Grecia,35.0,0,1,0.0,0.0,0.0,0.0,0.0,1
0465_01,Deandy Chaellerty,E,28,P,Europa,Grecia,19.0,0,0,4.0,10.0,0.0,1178.0,428.0,0
1024_03,Bellee Chavezalez,G,152,P,Outros,Monaco,54.0,0,0,0.0,5.0,0.0,594.0,209.0,0
4113_02,Coxak Bradiary,B,129,P,America,Grecia,45.0,0,0,0.0,2524.0,0.0,166.0,1.0,1
8306_02,Ianya Hardonald,G,1351,P,Europa,Malta,29.0,0,1,0.0,0.0,0.0,0.0,0.0,1
1357_01,Bet Stre,D,48,S,Africa,Grecia,40.0,0,1,0.0,0.0,0.0,0.0,0.0,1
4875_01,Willey Morrows,F,926,S,Europa,Grecia,21.0,0,0,529.0,8.0,89.0,21.0,0.0,1
5963_01,Poloos Bane,F,1228,P,Africa,Monaco,23.0,0,0,112.0,1184.0,143.0,2.0,585.0,0
6321_01,Batomam Pusive,C,194,P,America,Monaco,58.0,0,1,0.0,0.0,0.0,0.0,0.0,1
2488_01,Meal Wate,D,85,S,Africa,Grecia,69.0,0,0,4483.0,0.0,525.0,0.0,500.0,0
5817_01,Alex Berle,F,1111,S,Africa,Grecia,28.0,0,1,0.0,0.0,0.0,0.0,0.0,1
0539_02,Achyon Nalanet,C,18,P,America,Monaco,36.0,0,1,0.0,0.0,0.0,0.0,0.0,1
8030_01,Weslie Carrishley,G,1299,S,Europa,Malta,26.0,0,1,0.0,0.0,0.0,0.0,0.0,0
2274_01,Alrairk Proorbeng,C,79,P,America,Monaco,27.0,0,1,0.0,0.0,0.0,0.0,0.0,1
0785_01,Francy Hughriend,F,165,P,Europa,Grecia,32.0,0,0,713.0,0.0,2.0,0.0,1.0,0
7300_01,Joana Emenez,G,1189,S,Europa,Grecia,35.0,0,0,0.0,0.0,885.0,0.0,0.0,1
8968_01,Phamark Watorivedy,E,588,S,America,Grecia,51.0,0,1,0.0,0.0,0.0,0.0,0.0,1
2277_01,Diandy Wallerson,G,362,S,Europa,Grecia,19.0,0,0,26.0,313.0,470.0,0.0,0.0,0
3164_01,Berty Crayeson,G,516,P,Europa,Grecia,39.0,0,1,0.0,0.0,0.0,0.0,0.0,0
8683_01,Dandra Prinson,F,1679,S,Europa,Malta,42.0,0,0,51.0,6.0,87.0,21.0,404.0,0
6840_01,Clow Sake,F,1422,P,Africa,Grecia,26.0,0,1,0.0,0.0,0.0,0.0,0.0,1
4992_01,Dandra Sextones,F,1018,P,Europa,Malta,22.0,0,0,479.0,34.0,0.0,29.0,4.0,0
8082_01,Deanny Cochrisons,G,1305,P,Europa,Grecia,12.0,0,1,0.0,0.0,0.0,0.0,0.0,0
2195_01,Naomie Coleyanglas,F,440,P,Europa,Grecia,27.0,0,0,0.0,280.0,119.0,646.0,5.0,1
6929_02,Natha Llovers,G,1122,P,Europa,Grecia,32.0,0,1,0.0,0.0,0.0,0.0,0.0,1
8212_01,Mollie Tersimpson,F,1569,S,Europa,Malta,29.0,0,0,487.0,0.0,60.0,12.0,0.0,0
2884_01,Coats Erle,D,90,P,Africa,Grecia,37.0,0,0,912.0,0.0,0.0,0.0,0.0,0
3499_03,Mon Clemondsey,F,723,P,Europa,Grecia,38.0,0,0,0.0,1025.0,23.0,0.0,0.0,1
4170_01,Sarich Pirejus,B,133,P,America,Grecia,28.0,0,1,0.0,0.0,0.0,0.0,0.0,1
0988_02,Jeresa Bartez,E,73,S,Europa,Grecia,36.0,0,0,1.0,784.0,0.0,55.0,149.0,1
0612_01,Achyon Ranaly,B,25,P,America,Grecia,27.0,1,1,0.0,0.0,0.0,0.0,0.0,1
4278_01,Auvara Mander,C,154,S,America,Grecia,32.0,0,0,401.0,3724.0,5.0,422.0,62.0,1
4793_02,Chargin Brailidy,E,310,S,America,Grecia,20.0,0,0,0.0,1131.0,3783.0,161.0,0.0,1
4233_01,Tark Parbage,B,135,P,America,Grecia,27.0,0,0,0.0,144.0,76.0,184.0,3932.0,0
7394_01,Iree Strongers,G,1193,P,Europa,Monaco,25.0,0,0,0.0,653.0,21.0,0.0,0.0,0
8760_01,Tance Alvasquez,F,1696,S,Europa,Outros,22.0,0,0,804.0,0.0,0.0,0.0,0.0,0
8786_01,Sadir Fringearty,B,284,P,America,Monaco,59.0,0,1,0.0,0.0,0.0,0.0,0.0,1
3437_02,Carly Pager,G,553,S,Europa,Grecia,0.0,0,1,0.0,0.0,0.0,0.0,0.0,1
2928_02,Photope Caltilter,B,92,P,America,Grecia,51.0,0,1,0.0,0.0,0.0,0.0,0.0,1
1211_02,Curtle Alvasquez,G,186,S,Europa,Grecia,8.0,0,1,0.0,0.0,0.0,0.0,0.0,0
2287_01,Shally Reyersendry,F,464,P,Europa,Grecia,37.0,0,0,0.0,1.0,0.0,219.0,0.0,0
2928_03,Gluinol Mander,B,92,P,America,Grecia,44.0,0,1,0.0,0.0,0.0,0.0,0.0,1
8029_01,Coracy Gainebergan,G,1298,S,Europa,Grecia,31.0,0,0,779.0,0.0,3.0,57.0,0.0,0
0283_02,Roydo Santin,F,64,P,Europa,Grecia,22.0,0,0,146.0,654.0,1.0,0.0,2.0,1
5643_03,Eaturs Karte,F,1077,S,Africa,Grecia,15.0,0,0,643.0,0.0,45.0,0.0,10.0,0
1308_02,Tachba Plegred,E,94,S,America,Monaco,30.0,0,0,278.0,3300.0,0.0,8145.0,2519.0,0
7694_01,Coracy Pettyreeman,F,1599,P,Europa,Grecia,30.0,0,0,574.0,0.0,0.0,25.0,2.0,0
4891_01,Cella Ambleetive,B,194,S,America,Grecia,22.0,0,1,0.0,0.0,0.0,0.0,0.0,1
6814_01,Flark Potte,E,451,S,Africa,Monaco,36.0,0,0,1339.0,6.0,7810.0,0.0,0.0,1
6921_01,Sadrix Stersetery,C,255,S,America,Grecia,22.0,0,0,0.0,1914.0,2090.0,100.0,0.0,1
9272_02,Gordo Simson,F,1894,P,Europa,Grecia,21.0,0,0,86.0,3.0,149.0,208.0,329.0,0
3444_04,Wezena Scerodbox,B,131,S,America,Grecia,7.0,0,0,0.0,0.0,0.0,0.0,0.0,1
7314_01,Aldun Venticable,C,237,P,America,Outros,33.0,0,0,0.0,0.0,0.0,0.0,0.0,1
7078_01,Hard Wartyson,G,1163,S,Europa,Grecia,13.0,0,0,244.0,0.0,100.0,423.0,14.0,0
6252_01,Gork Chort,F,1201,S,Africa,Grecia,54.0,0,0,630.0,298.0,418.0,312.0,0.0,0
6865_01,Thabih Peducting,D,208,S,America,Grecia,27.0,0,0,69.0,2878.0,0.0,4232.0,3798.0,0
4498_01,Valex Munozanson,G,734,S,Europa,Monaco,11.0,0,0,0.0,0.0,0.0,0.0,0.0,0
3628_01,Vanez Hammonton,F,752,P,Europa,Monaco,18.0,0,0,42.0,103.0,0.0,498.0,0.0,0
8295_01,Skies Upead,F,1591,S,Africa,Grecia,40.0,0,0,1309.0,0.0,0.0,0.0,0.0,0
4661_05,Lison Mayson,F,948,P,Europa,Grecia,30.0,0,0,0.0,0.0,3.0,3434.0,0.0,0
9208_02,Blancy Shieldson,F,1782,S,Europa,Grecia,40.0,0,0,757.0,40.0,4.0,2.0,0.0,0
3736_01,Genif Amincrerus,B,145,S,America,Grecia,61.0,0,0,328.0,5193.0,0.0,20.0,533.0,1
2125_01,Stenny Pagedy,G,343,P,Europa,Grecia,18.0,0,0,0.0,1.0,0.0,80.0,826.0,0
0671_01,Veroy Santry,G,102,P,Europa,Malta,46.0,0,1,0.0,0.0,0.0,0.0,0.0,1
3185_01,Carley Gardonadox,F,601,S,Europa,Grecia,43.0,0,0,0.0,788.0,0.0,0.0,1191.0,0
4738_01,Suls Pread,F,893,S,Africa,Grecia,30.0,0,0,531.0,807.0,35.0,200.0,0.0,0
0636_01,Craine Santantines,F,136,P,Europa,Monaco,13.0,0,0,0.0,7.0,0.0,339.0,359.0,0
8967_01,Maryn Mayson,G,1445,S,Europa,Grecia,18.0,0,0,13.0,822.0,27.0,0.0,46.0,0
7886_01,Gracey Gaington,G,1274,P,Europa,Grecia,16.0,0,0,0.0,11.0,0.0,8.0,827.0,0
0289_01,Furuson Objeciane,C,12,S,America,Monaco,19.0,0,1,0.0,0.0,0.0,0.0,0.0,1
5097_02,Nandy Peterstarks,G,823,P,Europa,Grecia,25.0,0,0,0.0,181.0,671.0,0.0,0.0,1
6405_04,Diandy Toddleton,G,1039,S,Europa,Monaco,0.0,0,0,0.0,0.0,0.0,0.0,0.0,1
0472_01,Stene Solinez,F,87,S,Europa,Malta,37.0,0,0,0.0,10.0,544.0,9.0,299.0,0
1660_01,Estina Cardner,E,122,S,Europa,Grecia,20.0,0,0,0.0,1.0,0.0,905.0,0.0,0
0313_04,Hary Mckinsond,G,50,P,Europa,Monaco,0.0,0,0,0.0,0.0,0.0,0.0,0.0,1
8092_02,Hekabih Pulgaly,D,238,S,America,Monaco,33.0,1,1,0.0,0.0,0.0,0.0,0.0,1
9066_01,Blancy Dotsondez,F,1756,S,Europa,Malta,30.0,0,0,1269.0,9.0,0.0,0.0,0.0,0
1963_01,Aarone Fowlaney,F,391,P,Europa,Grecia,43.0,0,0,0.0,0.0,0.0,1200.0,17.0,0
2003_01,Viviay Oconley,G,323,P,Europa,Grecia,19.0,0,0,3.0,6.0,20.0,60.0,719.0,0
7576_01,Mergas Alenat,D,239,P,America,Grecia,23.0,0,0,30.0,2237.0,1.0,49.0,52.0,1
5659_01,Letta Alberts,F,1175,P,Europa,Grecia,51.0,0,0,0.0,0.0,0.0,0.0,880.0,0
2888_01,Kad Gele,F,597,P,Africa,Grecia,71.0,1,0,901.0,0.0,1698.0,0.0,0.0,0
8089_01,Erie Peter,F,1671,P,Europa,Grecia,19.0,0,0,0.0,0.0,1761.0,0.0,36.0,1
0408_01,Cus Ble,E,25,P,Africa,Grecia,35.0,0,0,1134.0,113.0,52.0,0.0,0.0,0
9160_01,Frey Booness,F,1770,S,Europa,Grecia,19.0,0,0,640.0,0.0,0.0,38.0,12.0,0
1855_01,Ellena Jenson,G,303,P,Europa,Grecia,0.0,0,1,0.0,0.0,0.0,0.0,0.0,1
5251_01,Murs Nanie,F,1071,P,Africa,Grecia,33.0,0,0,705.0,0.0,1905.0,13.0,0.0,1
4280_01,Lidenx Icake,E,267,P,Africa,Grecia,24.0,0,0,0.0,0.0,0.0,0.0,0.0,0
9180_01,Chal Emone,F,1774,S,Africa,Grecia,37.0,0,0,148.0,0.0,684.0,1446.0,88.0,0
3247_01,Harvin Malliamsey,E,202,P,Europa,Grecia,25.0,0,0,764.0,16.0,0.0,8.0,0.0,0
1758_01,Maril Fielsenders,G,274,S,Europa,Grecia,55.0,0,0,587.0,0.0,0.0,318.0,3.0,0
6864_01,Aske Scoudelle,A,71,P,America,Grecia,13.0,0,1,0.0,0.0,0.0,0.0,0.0,1
8251_01,Ferry Singlents,G,1332,S,Europa,Outros,35.0,0,1,0.0,0.0,0.0,0.0,0.0,1
8616_02,Skies Coune,F,1767,P,Africa,Monaco,20.0,0,1,0.0,0.0,0.0,0.0,0.0,1
6501_01,Candra Weberts,F,1240,S,Europa,Grecia,21.0,0,0,0.0,31.0,2076.0,77.0,0.0,1
7502_01,Gatrin Clutolded,C,241,P,America,Monaco,45.0,0,0,66.0,5974.0,0.0,0.0,625.0,1
2056_01,Marynk Hanghanson,G,331,P,Europa,Grecia,52.0,0,1,0.0,0.0,0.0,0.0,0.0,0
9157_02,Ivanna Donson,G,1476,S,Europa,Malta,1.0,0,1,0.0,0.0,0.0,0.0,0.0,1
4630_01,Jona Dukertyler,F,870,S,Europa,Malta,28.0,0,0,0.0,18.0,0.0,0.0,674.0,1
7882_01,Gabrin Coxterez,G,1271,P,Europa,Grecia,33.0,0,1,0.0,0.0,0.0,0.0,0.0,0
7301_01,Fres Facke,F,1511,P,Africa,Grecia,29.0,0,1,0.0,0.0,0.0,0.0,0.0,1
7515_02,Rants Gre,F,1437,S,Africa,Grecia,0.0,0,0,0.0,0.0,0.0,0.0,0.0,1
8694_01,Wenise Lunapperts,G,1411,P,Europa,Grecia,13.0,0,1,0.0,0.0,0.0,0.0,0.0,1
0435_01,Allie Willynnedy,G,62,S,Europa,Grecia,17.0,0,1,0.0,0.0,0.0,0.0,0.0,1
6110_01,Sus Warrishales,E,389,P,Europa,Monaco,57.0,0,0,0.0,0.0,0.0,0.0,642.0,1
9174_01,Teryla Lunapperts,G,1479,S,Europa,Malta,54.0,0,0,65.0,670.0,0.0,177.0,0.0,1
8356_01,Amela Hurchanney,G,1361,P,Europa,Malta,19.0,0,1,0.0,0.0,0.0,0.0,0.0,0
5424_01,Chtios Dal,F,1117,P,Africa,Malta,13.0,0,0,358.0,65.0,599.0,676.0,0.0,0
5109_01,Hilia Joycerton,G,835,S,Europa,Malta,47.0,0,0,83.0,1.0,0.0,654.0,3.0,1
7376_01,Neutrin Mirinanty,E,477,P,America,Grecia,26.0,0,1,0.0,0.0,0.0,0.0,0.0,1
8597_01,Patoya Moreman,G,1382,S,Europa,Grecia,23.0,0,1,0.0,0.0,0.0,0.0,0.0,1
2975_01,Elanda Hermanapp,F,564,S,Europa,Malta,20.0,0,0,0.0,0.0,585.0,0.0,10.0,0
6454_01,Tin Byerton,G,1046,P,Europa,Grecia,44.0,0,1,0.0,0.0,0.0,0.0,0.0,1
8524_01,Algeno Conablese,B,333,S,America,Monaco,26.0,0,1,0.0,0.0,0.0,0.0,0.0,1
8635_01,Joanry Welles,E,554,P,Europa,Grecia,18.0,0,0,224.0,0.0,0.0,0.0,1384.0,0
3561_01,Skies Oncy,F,738,P,Africa,Grecia,43.0,0,1,0.0,0.0,0.0,0.0,0.0,1
8574_04,Ceros Welte,F,1653,S,Africa,Grecia,54.0,0,0,1763.0,0.0,11.0,0.0,0.0,0
2449_03,Moss Nacke,F,508,P,Africa,Grecia,7.0,0,1,0.0,0.0,0.0,0.0,0.0,1
0713_01,Vivia Stantiagord,E,50,S,Europa,Grecia,26.0,0,0,1577.0,2.0,0.0,30.0,0.0,0
2883_01,Brene Hanner,F,595,P,Europa,Grecia,28.0,0,0,0.0,93.0,1282.0,0.0,0.0,1
3104_02,Lorice Fowles,G,507,P,Europa,Grecia,22.0,0,1,0.0,0.0,0.0,0.0,0.0,1
6699_01,Powhex Paie,E,429,P,Africa,Grecia,13.0,0,0,0.0,0.0,0.0,0.0,0.0,0
5061_02,Mediton Patoetic,C,196,S,America,Grecia,54.0,0,0,0.0,8246.0,0.0,56.0,118.0,1
8559_01,Ecco Make,E,548,P,Africa,Grecia,27.0,1,0,3.0,952.0,208.0,951.0,0.0,0
6561_02,Zavior Ainserfle,B,253,S,Outros,Grecia,25.0,0,0,0.0,0.0,0.0,0.0,0.0,1
2713_01,Tarah Cleachrand,G,438,P,Europa,Grecia,20.0,0,1,0.0,0.0,0.0,0.0,0.0,1
9267_01,Arraid Opshaft,E,607,S,America,Grecia,21.0,0,1,0.0,0.0,0.0,0.0,0.0,1
4176_05,Risps Fla,D,142,P,Africa,Grecia,46.0,0,0,247.0,0.0,418.0,480.0,36.0,0
4465_02,Terons Diabysid,A,54,S,America,Grecia,43.0,0,0,31.0,76.0,0.0,1353.0,1713.0,0
6296_01,Alderak Balightal,B,247,S,America,Grecia,21.0,0,1,0.0,0.0,0.0,0.0,0.0,1
4823_01,Adrie Thonyderson,G,777,P,Europa,Grecia,21.0,0,0,526.0,0.0,0.0,258.0,0.0,0
1719_01,Kerryn Savaraldez,G,278,P,Europa,Grecia,13.0,0,1,0.0,0.0,0.0,0.0,0.0,0
2783_02,Gatrin Emetillove,D,83,P,America,Monaco,29.0,0,0,2.0,8.0,0.0,2864.0,155.0,0
4456_01,Arl Wagnerray,F,916,P,Europa,Grecia,23.0,0,0,0.0,10.0,159.0,0.0,125.0,1
1417_01,Alik Spedlinale,C,54,S,America,Grecia,41.0,0,0,0.0,184.0,0.0,1520.0,3358.0,0
3100_03,Gordo Farmonrada,G,485,S,Europa,Grecia,0.0,0,1,0.0,0.0,0.0,0.0,0.0,1
3282_03,Sheratz Prighty,B,120,S,America,Grecia,43.0,0,0,0.0,1440.0,0.0,85.0,150.0,1
7875_01,Geonkaa Cattyried,B,309,S,America,Monaco,26.0,0,1,0.0,0.0,0.0,0.0,0.0,1
8494_01,Cines Bota,E,543,P,Africa,Grecia,42.0,0,0,770.0,0.0,1301.0,0.0,0.0,1
9257_01,Ties Apple,F,1892,P,Outros,Grecia,13.0,0,0,39.0,0.0,1085.0,24.0,0.0,0
7342_01,Stevey Haynard,G,1178,P,Europa,Grecia,50.0,0,0,0.0,185.0,0.0,1.0,558.0,1
4756_02,Beidus Gealloyalt,C,188,S,America,Monaco,54.0,0,1,0.0,0.0,0.0,0.0,0.0,1
6864_02,Phamark Scoudelle,A,71,P,America,Monaco,25.0,0,1,0.0,0.0,0.0,0.0,0.0,1
3536_01,Zosmas Ineedeve,A,40,S,America,Monaco,28.0,0,1,0.0,0.0,0.0,0.0,0.0,1
8186_01,Leneva Jenkinnedy,G,1319,S,Europa,Monaco,4.0,0,0,0.0,0.0,0.0,0.0,0.0,1
9175_01,Sulaton Dectory,B,299,P,America,Monaco,32.0,0,0,0.0,10073.0,0.0,168.0,337.0,1
2012_01,Mirakis Amincrerus,B,60,P,America,Monaco,30.0,1,0,1250.0,865.0,0.0,3725.0,5416.0,0
3287_01,Jeron Carlsonney,G,522,S,Europa,Malta,2.0,0,0,0.0,0.0,0.0,0.0,0.0,1
7016_01,Sadine Rosalanenn,G,1132,P,Europa,Malta,21.0,0,1,0.0,0.0,0.0,0.0,0.0,0
9077_02,Willy Sawyerson,G,1475,P,Europa,Malta,22.0,0,1,0.0,0.0,0.0,0.0,0.0,0
2865_01,Goos Corie,D,88,P,Africa,Grecia,34.0,0,0,2904.0,23.0,7.0,0.0,81.0,0
2982_01,Tarino Unrespery,B,111,S,America,Monaco,33.0,0,1,0.0,0.0,0.0,0.0,0.0,1
9242_01,Dary Bakerrison,F,1891,P,Europa,Grecia,62.0,0,0,102.0,696.0,0.0,0.0,0.0,1
7841_02,Elly Maynardner,F,1627,P,Europa,Malta,48.0,0,0,0.0,0.0,501.0,242.0,0.0,0
7116_01,Allyny Burchard,G,1146,P,Europa,Malta,26.0,0,1,0.0,0.0,0.0,0.0,0.0,0
0806_02,Bonyam Nieldson,G,120,S,Europa,Grecia,1.0,0,0,0.0,0.0,0.0,0.0,0.0,1
3519_01,Gerly Swanardy,G,577,P,Europa,Grecia,16.0,0,0,0.0,0.0,722.0,0.0,1.0,1
7943_02,Eleb Spedlybood,B,258,P,America,Malta,36.0,1,0,2.0,6504.0,0.0,98.0,4.0,1
5931_01,Alcoran Clugeammy,A,56,P,America,Monaco,39.0,0,0,0.0,0.0,0.0,1854.0,171.0,0
7022_01,Wimps Bleling,D,215,S,America,Grecia,35.0,0,0,0.0,5552.0,6.0,8.0,226.0,1
6229_01,Nios Perne,F,1286,P,Africa,Grecia,39.0,0,1,0.0,0.0,0.0,0.0,0.0,1
0085_01,Furudah Ellcefulve,C,5,S,America,Grecia,40.0,0,1,0.0,0.0,0.0,0.0,0.0,1
5112_02,Achiram Ainatint,C,198,S,America,Monaco,25.0,0,1,0.0,0.0,0.0,0.0,0.0,1
5550_01,Robyna Poperez,G,895,S,Europa,Grecia,33.0,0,0,127.0,745.0,9.0,0.0,0.0,1
8695_01,Apench Seen,F,1683,S,Africa,Grecia,40.0,0,0,76.0,0.0,1169.0,0.0,64.0,1
5846_01,Morny Gerin,E,376,S,Africa,Grecia,27.0,1,0,149.0,0.0,890.0,9.0,0.0,0
1377_01,Coxah Coniple,C,52,P,America,Grecia,43.0,0,0,0.0,2801.0,537.0,42.0,144.0,1
3027_01,Tracia Fitzgerson,G,493,P,Europa,Grecia,24.0,0,1,0.0,0.0,0.0,0.0,0.0,0
1304_02,Mamina Carrishley,E,82,P,Europa,Grecia,4.0,0,0,0.0,0.0,0.0,0.0,0.0,0
1424_03,Elebola Sageng,B,47,P,America,Grecia,8.0,0,0,0.0,0.0,0.0,0.0,0.0,1
8324_01,Edgary Sextones,G,1353,P,Europa,Malta,24.0,0,1,0.0,0.0,0.0,0.0,0.0,0
7744_01,Weznif Prearright,B,298,S,America,Grecia,19.0,0,0,0.0,4534.0,0.0,617.0,1156.0,0
6910_01,Carry Johnsondez,G,1124,S,Europa,Grecia,49.0,0,0,173.0,0.0,18.0,580.0,1.0,0
3873_01,Violey Pearsalason,F,800,P,Europa,Grecia,29.0,0,0,2478.0,0.0,31.0,4.0,11.0,0
5837_01,Eleaha Maynardner,F,1114,S,Europa,Grecia,62.0,0,0,761.0,15.0,0.0,0.0,0.0,0
4597_01,Kayd Weavesend,G,748,P,Europa,Grecia,32.0,0,1,0.0,0.0,0.0,0.0,0.0,1
1822_01,Charly Mirez,G,299,P,Europa,Grecia,31.0,0,0,2.0,811.0,0.0,0.0,0.0,1
4483_01,Price Tepie,D,151,P,Africa,Grecia,25.0,0,0,1956.0,0.0,161.0,239.0,28.0,0
4293_01,Willy Carsoning,F,801,S,Europa,Grecia,52.0,0,0,0.0,559.0,0.0,0.0,0.0,1
5005_01,Rayley Daughtson,F,1019,P,Europa,Grecia,46.0,0,0,819.0,31.0,0.0,49.0,2.0,0
1540_03,Bahoton Clumshangs,C,55,P,America,Grecia,26.0,0,0,0.0,170.0,0.0,3718.0,0.0,0
9252_02,Muonon Stranbeate,B,301,P,America,Monaco,19.0,0,1,0.0,0.0,0.0,0.0,0.0,1
8796_07,Stene Bakerson,F,1704,S,Europa,Grecia,34.0,0,0,14.0,748.0,0.0,41.0,0.0,1
0515_01,Alramix Swinvul,B,20,S,America,Grecia,50.0,0,1,0.0,0.0,0.0,0.0,0.0,1
1274_01,Claine Willangsey,F,254,P,Europa,Monaco,38.0,0,0,0.0,0.0,591.0,40.0,173.0,0
3068_01,Tyrona Mcfarley,G,500,P,Europa,Grecia,62.0,0,0,379.0,453.0,0.0,7.0,0.0,0
9028_01,Karah Starkers,G,1464,P,Europa,Grecia,22.0,0,0,1.0,676.0,13.0,217.0,1.0,0
0736_01,Lerion Mcbritts,F,156,P,Europa,Grecia,23.0,0,0,0.0,0.0,484.0,188.0,0.0,0
1782_02,Carold Moodson,F,341,S,Europa,Grecia,40.0,0,0,596.0,0.0,135.0,73.0,0.0,0
6997_02,Weet Sfin,F,1453,P,Africa,Grecia,24.0,0,0,2261.0,0.0,95.0,10.0,0.0,0
7021_01,Loree Lerez,G,1146,S,Europa,Monaco,33.0,0,1,0.0,0.0,0.0,0.0,0.0,1
3314_01,Maurie Hornettoney,F,626,S,Europa,Grecia,19.0,0,0,260.0,0.0,238.0,139.0,8.0,0
4032_01,Deaney Waltonnedy,G,661,P,Europa,Malta,13.0,0,0,0.0,0.0,0.0,0.0,0.0,1
6665_04,Saiphda Disivering,B,222,P,America,Monaco,35.0,0,0,0.0,2504.0,0.0,0.0,5496.0,0
0712_01,Pik Apeau,F,150,P,Africa,Grecia,20.0,0,0,457.0,0.0,170.0,1132.0,0.0,0
5475_01,Stelle Lowelliott,F,1134,P,Europa,Grecia,43.0,0,0,0.0,0.0,1.0,0.0,0.0,0
1427_02,Hont Pead,F,275,S,Africa,Grecia,67.0,0,0,443.0,0.0,1721.0,250.0,2.0,0
